split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,posterior_entropy_final_mean,posterior_entropy_final_ci95,posterior_entropy_mean_mean,posterior_entropy_mean_ci95,near_true_branch_mass_final_mean,near_true_branch_mass_final_ci95,near_true_branch_mass_mean_mean,near_true_branch_mass_mean_ci95,branch_prediction_error_mean_mean,branch_prediction_error_mean_ci95,fallback_activations_mean,fallback_activations_ci95
target_shift,branch_counterfactual_mpc,2,20,0.3500,0.2145,0.0937,0.0141,0.7712,0.0315,0.8427,0.0183,0.8438,0.0227,0.3686,0.0313,0.3678,0.0288,0.0401,0.0030,0.0000,0.0000
target_shift,branch_counterfactual_mpc,3,20,0.4500,0.2237,0.0806,0.0188,0.8026,0.0423,0.8422,0.0180,0.8499,0.0219,0.3856,0.0269,0.3816,0.0265,0.0394,0.0032,0.0000,0.0000
target_shift,branch_counterfactual_mpc,4,20,0.3500,0.2145,0.0936,0.0143,0.7656,0.0360,0.8255,0.0232,0.8260,0.0285,0.3954,0.0291,0.3955,0.0292,0.0414,0.0032,0.0000,0.0000
target_shift,branch_counterfactual_mpc,5,20,0.4500,0.2237,0.0818,0.0122,0.7935,0.0282,0.8388,0.0258,0.8485,0.0309,0.3619,0.0312,0.3583,0.0289,0.0401,0.0041,0.0000,0.0000
target_shift,branch_counterfactual_mpc,6,20,0.4500,0.2237,0.0888,0.0180,0.7810,0.0404,0.8533,0.0155,0.8606,0.0183,0.3524,0.0312,0.3465,0.0300,0.0395,0.0035,0.0000,0.0000
target_shift,branch_counterfactual_mpc,7,20,0.4500,0.2237,0.0830,0.0145,0.7916,0.0342,0.8411,0.0189,0.8458,0.0230,0.3929,0.0256,0.3892,0.0222,0.0405,0.0027,0.0000,0.0000
target_shift,branch_counterfactual_mpc_v5,0,20,0.4500,0.2237,0.0928,0.0181,0.7745,0.0410,0.8322,0.0289,0.8332,0.0363,0.3694,0.0365,0.3669,0.0371,0.0426,0.0055,1.7000,0.3211
target_shift,branch_counterfactual_mpc_v5,1,20,0.5500,0.2237,0.0809,0.0197,0.8037,0.0417,0.8129,0.0320,0.8160,0.0395,0.3782,0.0285,0.3782,0.0311,0.0454,0.0065,1.7500,0.2799
target_shift,branch_counterfactual_mpc_v5,2,20,0.3500,0.2145,0.0921,0.0165,0.7765,0.0362,0.8364,0.0195,0.8372,0.0233,0.3691,0.0321,0.3699,0.0293,0.0416,0.0029,2.0000,0.0000
target_shift,branch_counterfactual_mpc_v5,3,20,0.5000,0.2248,0.0790,0.0187,0.8068,0.0416,0.8392,0.0181,0.8453,0.0222,0.3876,0.0266,0.3830,0.0257,0.0396,0.0032,2.0000,0.0000
target_shift,branch_counterfactual_mpc_v5,4,20,0.4000,0.2203,0.0910,0.0155,0.7748,0.0349,0.8309,0.0209,0.8310,0.0264,0.3938,0.0301,0.3908,0.0299,0.0419,0.0034,1.8000,0.2293
target_shift,branch_counterfactual_mpc_v5,5,20,0.4500,0.2237,0.0827,0.0128,0.7913,0.0297,0.8386,0.0258,0.8484,0.0309,0.3614,0.0316,0.3581,0.0291,0.0401,0.0041,1.7000,0.2879
target_shift,branch_counterfactual_mpc_v5,6,20,0.4500,0.2237,0.0897,0.0188,0.7778,0.0438,0.8481,0.0208,0.8538,0.0258,0.3444,0.0309,0.3378,0.0302,0.0397,0.0039,1.9000,0.1960
target_shift,branch_counterfactual_mpc_v5,7,20,0.4500,0.2237,0.0841,0.0156,0.7893,0.0366,0.8430,0.0189,0.8465,0.0230,0.3926,0.0253,0.3896,0.0221,0.0404,0.0027,1.9500,0.0980
target_shift,domain_randomized_mpc,0,20,0.5000,0.2248,0.0887,0.0176,0.7841,0.0397,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,1,20,0.6500,0.2145,0.0705,0.0140,0.8265,0.0309,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,2,20,0.3500,0.2145,0.0944,0.0144,0.7697,0.0320,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,3,20,0.4500,0.2237,0.0800,0.0185,0.8041,0.0415,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,4,20,0.4000,0.2203,0.0908,0.0165,0.7746,0.0392,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,5,20,0.4500,0.2237,0.0827,0.0128,0.7913,0.0297,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,6,20,0.5000,0.2248,0.0883,0.0181,0.7823,0.0404,,,,,,,,,,,0.0000,0.0000
target_shift,domain_randomized_mpc,7,20,0.4500,0.2237,0.0833,0.0149,0.7912,0.0352,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,0,20,0.5000,0.2248,0.0871,0.0167,0.7873,0.0387,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,1,20,0.6500,0.2145,0.0705,0.0140,0.8265,0.0309,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,2,20,0.3500,0.2145,0.0937,0.0141,0.7712,0.0315,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,3,20,0.4500,0.2237,0.0800,0.0185,0.8041,0.0415,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,4,20,0.3500,0.2145,0.0936,0.0143,0.7656,0.0360,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,5,20,0.5000,0.2248,0.0814,0.0123,0.7944,0.0285,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,6,20,0.4500,0.2237,0.0887,0.0181,0.7812,0.0405,,,,,,,,,,,0.0000,0.0000
target_shift,ensemble_mean_mpc,7,20,0.4500,0.2237,0.0833,0.0149,0.7912,0.0352,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,0,20,0.5000,0.2248,0.0952,0.0166,0.7682,0.0363,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,1,20,0.4000,0.2203,0.0843,0.0171,0.7938,0.0358,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,2,20,0.3500,0.2145,0.0920,0.0155,0.7765,0.0346,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,3,20,0.4000,0.2203,0.0843,0.0201,0.7936,0.0461,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,4,20,0.3500,0.2145,0.0977,0.0192,0.7598,0.0425,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,5,20,0.6000,0.2203,0.0841,0.0155,0.7860,0.0384,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,6,20,0.3500,0.2145,0.0894,0.0157,0.7769,0.0401,,,,,,,,,,,0.0000,0.0000
target_shift,nominal_single_branch_mpc,7,20,0.3500,0.2145,0.0953,0.0183,0.7610,0.0437,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,0,20,0.7000,0.2061,0.0741,0.0155,0.8181,0.0368,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,1,20,0.7000,0.2061,0.0660,0.0083,0.8358,0.0201,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,2,20,0.5500,0.2237,0.0792,0.0141,0.8083,0.0303,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,3,20,0.4500,0.2237,0.0778,0.0163,0.8067,0.0389,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,4,20,0.4500,0.2237,0.0787,0.0121,0.8053,0.0266,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,5,20,0.7000,0.2061,0.0671,0.0103,0.8325,0.0206,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,6,20,0.8000,0.1799,0.0637,0.0117,0.8420,0.0271,,,,,,,,,,,0.0000,0.0000
target_shift,oracle_hidden_params,7,20,0.5000,0.2248,0.0753,0.0157,0.8093,0.0389,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,0,20,0.2000,0.1799,0.1257,0.0269,0.6836,0.0747,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,1,20,0.2000,0.1799,0.1285,0.0308,0.6866,0.0708,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,2,20,0.1000,0.1349,0.1602,0.0272,0.6085,0.0655,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,3,20,0.1500,0.1606,0.1279,0.0223,0.6859,0.0504,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,4,20,0.1000,0.1349,0.1434,0.0292,0.6391,0.0760,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,5,20,0.1500,0.1606,0.1320,0.0255,0.6603,0.0693,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,6,20,0.0500,0.0980,0.1570,0.0272,0.6025,0.0754,,,,,,,,,,,0.0000,0.0000
target_shift,random_push,7,20,0.0500,0.0980,0.1720,0.0235,0.5640,0.0617,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,0,20,0.5000,0.2248,0.0971,0.0226,0.7635,0.0521,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,1,20,0.6500,0.2145,0.0754,0.0174,0.8149,0.0394,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,2,20,0.3500,0.2145,0.0956,0.0166,0.7675,0.0362,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,3,20,0.4500,0.2237,0.0813,0.0197,0.8006,0.0453,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,4,20,0.3500,0.2145,0.0974,0.0165,0.7578,0.0391,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,5,20,0.5000,0.2248,0.0811,0.0148,0.7959,0.0344,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,6,20,0.4500,0.2237,0.0942,0.0203,0.7668,0.0478,,,,,,,,,,,0.0000,0.0000
target_shift,robust_mean_hybrid_mpc,7,20,0.5000,0.2248,0.0829,0.0171,0.7913,0.0415,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,0,20,0.6000,0.2203,0.0804,0.0276,0.8051,0.0639,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,1,20,0.7500,0.1947,0.0647,0.0218,0.8412,0.0511,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,2,20,0.4500,0.2237,0.0858,0.0180,0.7899,0.0414,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,3,20,0.4500,0.2237,0.0766,0.0232,0.8135,0.0537,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,4,20,0.5000,0.2248,0.0815,0.0223,0.7942,0.0549,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,5,20,0.6000,0.2203,0.0678,0.0171,0.8301,0.0390,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,6,20,0.5000,0.2248,0.0795,0.0251,0.8018,0.0615,,,,,,,,,,,0.0000,0.0000
target_shift,robust_worst_case_mpc,7,20,0.5500,0.2237,0.0822,0.0230,0.7929,0.0572,,,,,,,,,,,0.0000,0.0000
