split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,posterior_entropy_final_mean,posterior_entropy_final_ci95,posterior_entropy_mean_mean,posterior_entropy_mean_ci95,near_true_branch_mass_final_mean,near_true_branch_mass_final_ci95,near_true_branch_mass_mean_mean,near_true_branch_mass_mean_ci95,branch_prediction_error_mean_mean,branch_prediction_error_mean_ci95,fallback_activations_mean,fallback_activations_ci95
contact_offset,robust_worst_case_mpc,4,20,0.2500,0.1947,0.1234,0.0275,0.5977,0.0950,,,,,,,,,,,0.0000,0.0000
contact_offset,robust_worst_case_mpc,5,20,0.2500,0.1947,0.1255,0.0284,0.6264,0.0768,,,,,,,,,,,0.0000,0.0000
contact_offset,robust_worst_case_mpc,6,20,0.1500,0.1606,0.1219,0.0259,0.6423,0.0793,,,,,,,,,,,0.0000,0.0000
contact_offset,robust_worst_case_mpc,7,20,0.3500,0.2145,0.1182,0.0318,0.6335,0.1026,,,,,,,,,,,0.0000,0.0000
heavy_object,adaptive_id_mpc,0,20,0.3500,0.2145,0.0794,0.0096,0.7503,0.0335,0.8480,0.0171,0.8691,0.0220,0.2646,0.0468,0.2543,0.0454,0.0353,0.0019,0.0000,0.0000
heavy_object,adaptive_id_mpc,1,20,0.3500,0.2145,0.0841,0.0112,0.7441,0.0320,0.8441,0.0192,0.8652,0.0247,0.2534,0.0539,0.2495,0.0505,0.0363,0.0025,0.0000,0.0000
heavy_object,adaptive_id_mpc,2,20,0.3500,0.2145,0.0818,0.0118,0.7336,0.0422,0.8519,0.0167,0.8822,0.0187,0.1980,0.0562,0.1978,0.0501,0.0386,0.0017,0.0000,0.0000
heavy_object,adaptive_id_mpc,3,20,0.5000,0.2248,0.0734,0.0108,0.7662,0.0324,0.8459,0.0161,0.8727,0.0183,0.2036,0.0434,0.1932,0.0406,0.0379,0.0028,0.0000,0.0000
heavy_object,adaptive_id_mpc,4,20,0.4500,0.2237,0.0818,0.0099,0.7406,0.0293,0.8444,0.0162,0.8698,0.0210,0.2358,0.0449,0.2239,0.0394,0.0358,0.0020,0.0000,0.0000
heavy_object,adaptive_id_mpc,5,20,0.6000,0.2203,0.0732,0.0152,0.7676,0.0493,0.8567,0.0142,0.8846,0.0158,0.2483,0.0341,0.2357,0.0309,0.0348,0.0024,0.0000,0.0000
heavy_object,adaptive_id_mpc,6,20,0.5000,0.2248,0.0748,0.0107,0.7776,0.0322,0.8623,0.0153,0.8796,0.0143,0.2492,0.0436,0.2403,0.0405,0.0353,0.0028,0.0000,0.0000
heavy_object,adaptive_id_mpc,7,20,0.4500,0.2237,0.0729,0.0118,0.7838,0.0361,0.8462,0.0167,0.8730,0.0165,0.2402,0.0453,0.2317,0.0406,0.0364,0.0019,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,0,20,0.4500,0.2237,0.0739,0.0113,0.7693,0.0366,0.8485,0.0173,0.8703,0.0223,0.2657,0.0449,0.2536,0.0446,0.0350,0.0020,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,1,20,0.3500,0.2145,0.0826,0.0123,0.7478,0.0357,0.8426,0.0189,0.8642,0.0244,0.2570,0.0556,0.2521,0.0512,0.0370,0.0025,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,2,20,0.3500,0.2145,0.0837,0.0106,0.7289,0.0387,0.8511,0.0184,0.8820,0.0193,0.2036,0.0627,0.2005,0.0532,0.0386,0.0020,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,3,20,0.5000,0.2248,0.0734,0.0108,0.7662,0.0324,0.8459,0.0161,0.8727,0.0183,0.2036,0.0434,0.1932,0.0406,0.0379,0.0028,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,4,20,0.4500,0.2237,0.0814,0.0104,0.7424,0.0307,0.8443,0.0168,0.8699,0.0212,0.2375,0.0481,0.2247,0.0403,0.0365,0.0020,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,5,20,0.6500,0.2145,0.0734,0.0144,0.7655,0.0471,0.8556,0.0139,0.8840,0.0158,0.2506,0.0322,0.2372,0.0301,0.0348,0.0024,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,6,20,0.5500,0.2237,0.0698,0.0112,0.7946,0.0299,0.8621,0.0152,0.8798,0.0144,0.2498,0.0429,0.2405,0.0398,0.0349,0.0029,0.0000,0.0000
heavy_object,branch_counterfactual_mpc,7,20,0.5000,0.2248,0.0689,0.0122,0.7955,0.0372,0.8474,0.0170,0.8738,0.0166,0.2412,0.0448,0.2318,0.0405,0.0366,0.0018,0.0000,0.0000
heavy_object,branch_counterfactual_mpc_v5,0,20,0.5500,0.2237,0.0704,0.0124,0.7838,0.0365,0.8234,0.0207,0.8365,0.0263,0.2855,0.0493,0.2778,0.0506,0.0379,0.0027,1.9000,0.1349
heavy_object,branch_counterfactual_mpc_v5,1,20,0.3500,0.2145,0.0814,0.0128,0.7520,0.0369,0.8416,0.0188,0.8612,0.0245,0.2563,0.0557,0.2527,0.0511,0.0378,0.0027,1.9000,0.1960
heavy_object,branch_counterfactual_mpc_v5,2,20,0.4500,0.2237,0.0784,0.0116,0.7492,0.0370,0.8345,0.0268,0.8578,0.0278,0.2076,0.0639,0.2043,0.0557,0.0401,0.0021,1.9000,0.1960
heavy_object,branch_counterfactual_mpc_v5,3,20,0.5500,0.2237,0.0754,0.0106,0.7528,0.0381,0.8165,0.0266,0.8372,0.0266,0.2139,0.0457,0.2048,0.0430,0.0405,0.0023,1.9000,0.1960
heavy_object,branch_counterfactual_mpc_v5,4,20,0.5500,0.2237,0.0746,0.0113,0.7619,0.0370,0.8190,0.0218,0.8358,0.0267,0.2542,0.0516,0.2406,0.0463,0.0408,0.0024,1.8500,0.2145
heavy_object,branch_counterfactual_mpc_v5,5,20,0.5500,0.2237,0.0781,0.0180,0.7465,0.0661,0.8342,0.0184,0.8527,0.0224,0.2577,0.0344,0.2468,0.0316,0.0398,0.0028,1.9000,0.1960
heavy_object,branch_counterfactual_mpc_v5,6,20,0.5000,0.2248,0.0714,0.0135,0.7908,0.0367,0.8580,0.0135,0.8744,0.0142,0.2522,0.0406,0.2436,0.0384,0.0355,0.0030,2.0000,0.0000
heavy_object,branch_counterfactual_mpc_v5,7,20,0.5000,0.2248,0.0702,0.0110,0.7873,0.0382,0.8508,0.0152,0.8737,0.0161,0.2426,0.0449,0.2333,0.0410,0.0375,0.0021,2.0000,0.0000
heavy_object,domain_randomized_mpc,0,20,0.4500,0.2237,0.0739,0.0113,0.7693,0.0366,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,1,20,0.3500,0.2145,0.0826,0.0123,0.7478,0.0357,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,2,20,0.3500,0.2145,0.0830,0.0110,0.7306,0.0398,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,3,20,0.4500,0.2237,0.0710,0.0118,0.7723,0.0367,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,4,20,0.5000,0.2248,0.0783,0.0110,0.7528,0.0317,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,5,20,0.7000,0.2061,0.0671,0.0111,0.7875,0.0338,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,6,20,0.5500,0.2237,0.0715,0.0105,0.7894,0.0274,,,,,,,,,,,0.0000,0.0000
heavy_object,domain_randomized_mpc,7,20,0.4500,0.2237,0.0724,0.0115,0.7802,0.0398,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,0,20,0.4500,0.2237,0.0739,0.0113,0.7693,0.0366,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,1,20,0.3500,0.2145,0.0826,0.0123,0.7478,0.0357,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,2,20,0.3500,0.2145,0.0837,0.0106,0.7289,0.0387,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,3,20,0.5500,0.2237,0.0711,0.0111,0.7713,0.0340,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,4,20,0.4500,0.2237,0.0814,0.0104,0.7424,0.0307,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,5,20,0.6500,0.2145,0.0734,0.0144,0.7655,0.0471,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,6,20,0.5500,0.2237,0.0715,0.0105,0.7894,0.0274,,,,,,,,,,,0.0000,0.0000
heavy_object,ensemble_mean_mpc,7,20,0.5000,0.2248,0.0689,0.0122,0.7955,0.0372,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,0,20,0.4000,0.2203,0.0799,0.0106,0.7495,0.0364,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,1,20,0.4000,0.2203,0.0836,0.0172,0.7446,0.0518,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,2,20,0.2000,0.1799,0.1028,0.0146,0.6739,0.0409,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,3,20,0.6000,0.2203,0.0703,0.0113,0.7730,0.0398,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,4,20,0.4500,0.2237,0.0801,0.0172,0.7482,0.0489,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,5,20,0.6000,0.2203,0.0730,0.0155,0.7675,0.0502,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,6,20,0.4500,0.2237,0.0748,0.0148,0.7802,0.0425,,,,,,,,,,,0.0000,0.0000
heavy_object,nominal_single_branch_mpc,7,20,0.5000,0.2248,0.0803,0.0173,0.7632,0.0506,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,0,20,0.7000,0.2061,0.0641,0.0097,0.8035,0.0273,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,1,20,0.6500,0.2145,0.0656,0.0128,0.7999,0.0384,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,2,20,0.8500,0.1606,0.0563,0.0083,0.8200,0.0270,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,3,20,0.7500,0.1947,0.0587,0.0103,0.8091,0.0368,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,4,20,0.8500,0.1606,0.0528,0.0101,0.8330,0.0286,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,5,20,0.7500,0.1947,0.0648,0.0132,0.7963,0.0408,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,6,20,0.7000,0.2061,0.0530,0.0113,0.8463,0.0294,,,,,,,,,,,0.0000,0.0000
heavy_object,oracle_hidden_params,7,20,0.7500,0.1947,0.0626,0.0090,0.8153,0.0241,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,0,20,0.0500,0.0980,0.1565,0.0281,0.5088,0.0906,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,1,20,0.0000,0.0000,0.1768,0.0289,0.4545,0.0950,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,2,20,0.2000,0.1799,0.1471,0.0302,0.5193,0.1064,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,3,20,0.0500,0.0980,0.1533,0.0296,0.5093,0.0867,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,4,20,0.2500,0.1947,0.1402,0.0334,0.5560,0.1075,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,5,20,0.0500,0.0980,0.1600,0.0259,0.4904,0.0858,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,6,20,0.1000,0.1349,0.1565,0.0271,0.5336,0.0867,,,,,,,,,,,0.0000,0.0000
heavy_object,random_push,7,20,0.0000,0.0000,0.1564,0.0195,0.5349,0.0567,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,0,20,0.5000,0.2248,0.0721,0.0114,0.7744,0.0375,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,1,20,0.3500,0.2145,0.0859,0.0138,0.7376,0.0404,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,2,20,0.3500,0.2145,0.0818,0.0123,0.7351,0.0439,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,3,20,0.5500,0.2237,0.0743,0.0105,0.7574,0.0361,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,4,20,0.4500,0.2237,0.0818,0.0103,0.7405,0.0309,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,5,20,0.6500,0.2145,0.0745,0.0146,0.7623,0.0475,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,6,20,0.5500,0.2237,0.0708,0.0135,0.7930,0.0358,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_mean_hybrid_mpc,7,20,0.5000,0.2248,0.0709,0.0118,0.7881,0.0355,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,0,20,0.5500,0.2237,0.0758,0.0181,0.7584,0.0628,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,1,20,0.4000,0.2203,0.0771,0.0153,0.7609,0.0500,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,2,20,0.3500,0.2145,0.0852,0.0174,0.7175,0.0671,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,3,20,0.5500,0.2237,0.0793,0.0163,0.7407,0.0547,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,4,20,0.6000,0.2203,0.0648,0.0186,0.7887,0.0598,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,5,20,0.6500,0.2145,0.0705,0.0103,0.7743,0.0349,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,6,20,0.7000,0.2061,0.0634,0.0179,0.8145,0.0499,,,,,,,,,,,0.0000,0.0000
heavy_object,robust_worst_case_mpc,7,20,0.5000,0.2248,0.0774,0.0163,0.7695,0.0471,,,,,,,,,,,0.0000,0.0000
high_friction,adaptive_id_mpc,0,20,0.9500,0.0980,0.0418,0.0112,0.8658,0.0351,0.8657,0.0102,0.8863,0.0083,0.3286,0.0284,0.3055,0.0302,0.0383,0.0024,0.0000,0.0000
high_friction,adaptive_id_mpc,1,20,0.9000,0.1349,0.0429,0.0114,0.8669,0.0343,0.8509,0.0158,0.8657,0.0164,0.3772,0.0217,0.3613,0.0225,0.0395,0.0036,0.0000,0.0000
high_friction,adaptive_id_mpc,2,20,0.9500,0.0980,0.0374,0.0073,0.8869,0.0228,0.8572,0.0146,0.8706,0.0175,0.3432,0.0250,0.3291,0.0268,0.0382,0.0023,0.0000,0.0000
high_friction,adaptive_id_mpc,3,20,0.8500,0.1606,0.0457,0.0146,0.8483,0.0430,0.8506,0.0149,0.8753,0.0144,0.3842,0.0140,0.3618,0.0202,0.0386,0.0030,0.0000,0.0000
high_friction,adaptive_id_mpc,4,20,0.9500,0.0980,0.0358,0.0099,0.8851,0.0322,0.8555,0.0144,0.8679,0.0148,0.3292,0.0354,0.3122,0.0358,0.0391,0.0032,0.0000,0.0000
high_friction,adaptive_id_mpc,5,20,0.8000,0.1799,0.0485,0.0100,0.8487,0.0310,0.8503,0.0191,0.8716,0.0186,0.3647,0.0376,0.3441,0.0381,0.0411,0.0027,0.0000,0.0000
high_friction,adaptive_id_mpc,6,20,0.9000,0.1349,0.0388,0.0105,0.8691,0.0340,0.8522,0.0189,0.8777,0.0162,0.3481,0.0301,0.3274,0.0303,0.0372,0.0028,0.0000,0.0000
high_friction,adaptive_id_mpc,7,20,0.9500,0.0980,0.0471,0.0091,0.8543,0.0305,0.8352,0.0312,0.8505,0.0387,0.3982,0.0433,0.3771,0.0507,0.0412,0.0031,0.0000,0.0000
high_friction,branch_counterfactual_mpc,0,20,0.9500,0.0980,0.0429,0.0106,0.8622,0.0330,0.8647,0.0114,0.8852,0.0091,0.3312,0.0276,0.3074,0.0294,0.0385,0.0023,0.0000,0.0000
high_friction,branch_counterfactual_mpc,1,20,0.9000,0.1349,0.0427,0.0107,0.8682,0.0318,0.8508,0.0174,0.8663,0.0168,0.3778,0.0219,0.3611,0.0220,0.0392,0.0034,0.0000,0.0000
high_friction,branch_counterfactual_mpc,2,20,0.9500,0.0980,0.0397,0.0087,0.8814,0.0255,0.8585,0.0147,0.8713,0.0173,0.3433,0.0257,0.3303,0.0265,0.0384,0.0023,0.0000,0.0000
high_friction,branch_counterfactual_mpc,3,20,0.8500,0.1606,0.0462,0.0146,0.8454,0.0432,0.8409,0.0216,0.8701,0.0168,0.3925,0.0147,0.3656,0.0195,0.0387,0.0025,0.0000,0.0000
high_friction,branch_counterfactual_mpc,4,20,0.9500,0.0980,0.0378,0.0089,0.8788,0.0289,0.8546,0.0152,0.8675,0.0154,0.3286,0.0340,0.3132,0.0353,0.0398,0.0031,0.0000,0.0000
high_friction,branch_counterfactual_mpc,5,20,0.8000,0.1799,0.0487,0.0099,0.8482,0.0308,0.8483,0.0207,0.8699,0.0204,0.3651,0.0378,0.3447,0.0385,0.0408,0.0026,0.0000,0.0000
high_friction,branch_counterfactual_mpc,6,20,0.9500,0.0980,0.0380,0.0095,0.8708,0.0324,0.8520,0.0190,0.8779,0.0164,0.3495,0.0315,0.3273,0.0309,0.0374,0.0028,0.0000,0.0000
high_friction,branch_counterfactual_mpc,7,20,0.9500,0.0980,0.0464,0.0094,0.8563,0.0315,0.8392,0.0318,0.8522,0.0391,0.3903,0.0428,0.3730,0.0507,0.0401,0.0034,0.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,0,20,0.8000,0.1799,0.0543,0.0146,0.8230,0.0494,0.8581,0.0123,0.8698,0.0146,0.3272,0.0299,0.3064,0.0309,0.0412,0.0032,2.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,1,20,0.8000,0.1799,0.0490,0.0123,0.8443,0.0440,0.8452,0.0150,0.8511,0.0156,0.3769,0.0240,0.3655,0.0248,0.0426,0.0042,2.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,2,20,0.9000,0.1349,0.0443,0.0120,0.8638,0.0404,0.8436,0.0208,0.8573,0.0184,0.3575,0.0277,0.3393,0.0259,0.0428,0.0044,2.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,3,20,0.5500,0.2237,0.0681,0.0193,0.7654,0.0695,0.8350,0.0213,0.8368,0.0197,0.3823,0.0325,0.3743,0.0352,0.0464,0.0041,2.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,4,20,0.9000,0.1349,0.0429,0.0100,0.8574,0.0395,0.8476,0.0181,0.8562,0.0199,0.3277,0.0340,0.3137,0.0361,0.0421,0.0031,2.0000,0.0000
high_friction,branch_counterfactual_mpc_v5,5,20,0.6000,0.2203,0.0653,0.0190,0.7919,0.0596,0.8290,0.0324,0.8407,0.0346,0.3893,0.0525,0.3725,0.0518,0.0465,0.0058,1.9000,0.1960
high_friction,branch_counterfactual_mpc_v5,6,20,0.8500,0.1606,0.0483,0.0134,0.8349,0.0447,0.8389,0.0285,0.8521,0.0365,0.3527,0.0286,0.3361,0.0309,0.0406,0.0049,1.9000,0.1960
high_friction,branch_counterfactual_mpc_v5,7,20,0.9000,0.1349,0.0488,0.0131,0.8490,0.0411,0.8336,0.0329,0.8451,0.0376,0.3936,0.0426,0.3771,0.0489,0.0411,0.0041,1.9000,0.1960
high_friction,domain_randomized_mpc,0,20,0.9500,0.0980,0.0441,0.0104,0.8575,0.0330,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,1,20,0.8000,0.1799,0.0495,0.0121,0.8424,0.0433,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,2,20,1.0000,0.0000,0.0366,0.0080,0.8910,0.0230,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,3,20,0.8500,0.1606,0.0484,0.0145,0.8381,0.0436,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,4,20,0.8500,0.1606,0.0424,0.0111,0.8607,0.0411,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,5,20,0.6500,0.2145,0.0583,0.0146,0.8150,0.0500,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,6,20,0.9500,0.0980,0.0372,0.0101,0.8735,0.0341,,,,,,,,,,,0.0000,0.0000
high_friction,domain_randomized_mpc,7,20,0.9500,0.0980,0.0452,0.0096,0.8610,0.0304,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,0,20,0.9500,0.0980,0.0428,0.0106,0.8627,0.0330,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,1,20,0.9000,0.1349,0.0430,0.0106,0.8674,0.0313,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,2,20,0.9500,0.0980,0.0394,0.0086,0.8821,0.0255,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,3,20,0.8500,0.1606,0.0462,0.0146,0.8454,0.0432,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,4,20,0.9500,0.0980,0.0378,0.0089,0.8788,0.0289,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,5,20,0.8000,0.1799,0.0487,0.0099,0.8482,0.0308,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,6,20,0.9500,0.0980,0.0379,0.0097,0.8709,0.0331,,,,,,,,,,,0.0000,0.0000
high_friction,ensemble_mean_mpc,7,20,0.9500,0.0980,0.0464,0.0094,0.8563,0.0315,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,0,20,0.7000,0.2061,0.0619,0.0145,0.8061,0.0401,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,1,20,0.7500,0.1947,0.0568,0.0213,0.8305,0.0565,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,2,20,0.7000,0.2061,0.0603,0.0180,0.8216,0.0500,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,3,20,0.5500,0.2237,0.0658,0.0186,0.7841,0.0552,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,4,20,0.8500,0.1606,0.0501,0.0129,0.8388,0.0408,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,5,20,0.5000,0.2248,0.0756,0.0211,0.7722,0.0561,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,6,20,0.8500,0.1606,0.0544,0.0172,0.8222,0.0495,,,,,,,,,,,0.0000,0.0000
high_friction,nominal_single_branch_mpc,7,20,0.6500,0.2145,0.0691,0.0214,0.7940,0.0584,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,0,20,0.9000,0.1349,0.0491,0.0102,0.8438,0.0316,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,1,20,0.7500,0.1947,0.0448,0.0153,0.8641,0.0449,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,2,20,0.9000,0.1349,0.0454,0.0099,0.8651,0.0275,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,3,20,0.8000,0.1799,0.0456,0.0121,0.8467,0.0390,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,4,20,0.9500,0.0980,0.0420,0.0082,0.8650,0.0273,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,5,20,0.8000,0.1799,0.0476,0.0099,0.8520,0.0301,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,6,20,1.0000,0.0000,0.0331,0.0064,0.8888,0.0212,,,,,,,,,,,0.0000,0.0000
high_friction,oracle_hidden_params,7,20,1.0000,0.0000,0.0431,0.0080,0.8677,0.0263,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,0,20,0.1000,0.1349,0.1371,0.0193,0.5572,0.0713,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,1,20,0.1500,0.1606,0.1500,0.0303,0.5168,0.1185,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,2,20,0.1000,0.1349,0.1441,0.0220,0.5650,0.0693,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,3,20,0.1000,0.1349,0.1491,0.0225,0.5014,0.0719,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,4,20,0.1500,0.1606,0.1403,0.0247,0.5556,0.0833,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,5,20,0.2000,0.1799,0.1223,0.0259,0.6055,0.0953,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,6,20,0.1500,0.1606,0.1371,0.0235,0.5287,0.0921,,,,,,,,,,,0.0000,0.0000
high_friction,random_push,7,20,0.3500,0.2145,0.1172,0.0240,0.6409,0.0761,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,0,20,0.9500,0.0980,0.0412,0.0114,0.8681,0.0355,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,1,20,0.9000,0.1349,0.0409,0.0108,0.8753,0.0306,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,2,20,0.9500,0.0980,0.0345,0.0091,0.8968,0.0269,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,3,20,0.8500,0.1606,0.0425,0.0147,0.8612,0.0420,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,4,20,1.0000,0.0000,0.0336,0.0082,0.8922,0.0277,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,5,20,0.9000,0.1349,0.0399,0.0107,0.8755,0.0330,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,6,20,0.9500,0.0980,0.0370,0.0102,0.8742,0.0346,,,,,,,,,,,0.0000,0.0000
high_friction,robust_mean_hybrid_mpc,7,20,0.9500,0.0980,0.0447,0.0102,0.8615,0.0332,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,0,20,0.9500,0.0980,0.0376,0.0108,0.8796,0.0342,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,1,20,0.9500,0.0980,0.0310,0.0083,0.9025,0.0268,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,2,20,0.9500,0.0980,0.0325,0.0103,0.9021,0.0304,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,3,20,0.9500,0.0980,0.0332,0.0089,0.8874,0.0297,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,4,20,1.0000,0.0000,0.0336,0.0082,0.8923,0.0275,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,5,20,0.9500,0.0980,0.0343,0.0092,0.8908,0.0312,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,6,20,1.0000,0.0000,0.0353,0.0092,0.8791,0.0327,,,,,,,,,,,0.0000,0.0000
high_friction,robust_worst_case_mpc,7,20,0.9500,0.0980,0.0346,0.0101,0.8926,0.0334,,,,,,,,,,,0.0000,0.0000
light_object,adaptive_id_mpc,0,20,0.6500,0.2145,0.0768,0.0139,0.7541,0.0364,0.8538,0.0150,0.8743,0.0205,0.3332,0.0327,0.3287,0.0280,0.0349,0.0023,0.0000,0.0000
